symbol,name,source,current_adjust,cache_file,metadata_file,cache_exists,metadata_exists,latest_cache_date,latest_expected_date,end_date_gap_days,quality_failed,primary_failure_type,adjustment_audit_status,possible_adjustment_issue,refresh_reason,refresh_priority,recommended_action,requires_backup,requires_manual_review,safe_to_auto_refresh,notes
159141,科创创业人工智能ETF永赢,akshare.fund_etf_hist_sina,unknown,data\cache\159141.csv,data\cache_meta\159141.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159142,科创创业人工智能ETF景顺,akshare.fund_etf_hist_sina,unknown,data\cache\159142.csv,data\cache_meta\159142.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159145,工业软件ETF广发,akshare.fund_etf_hist_sina,unknown,data\cache\159145.csv,data\cache_meta\159145.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159146,电力ETF华宝,akshare.fund_etf_hist_sina,unknown,data\cache\159146.csv,data\cache_meta\159146.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159147,电池ETF南方,akshare.fund_etf_hist_sina,unknown,data\cache\159147.csv,data\cache_meta\159147.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159148,石油ETF富国,akshare.fund_etf_hist_sina,unknown,data\cache\159148.csv,data\cache_meta\159148.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159149,创业板新能源ETF工银,akshare.fund_etf_hist_sina,unknown,data\cache\159149.csv,data\cache_meta\159149.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159151,食品ETF华夏,akshare.fund_etf_hist_sina,unknown,data\cache\159151.csv,data\cache_meta\159151.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159153,消费电子ETF鹏华,akshare.fund_etf_hist_sina,unknown,data\cache\159153.csv,data\cache_meta\159153.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159155,电池ETF大成,akshare.fund_etf_hist_sina,unknown,data\cache\159155.csv,data\cache_meta\159155.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159156,电池ETF万家,akshare.fund_etf_hist_sina,unknown,data\cache\159156.csv,data\cache_meta\159156.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159157,有色金属ETF天弘,akshare.fund_etf_hist_sina,unknown,data\cache\159157.csv,data\cache_meta\159157.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159158,电力ETF景顺,akshare.fund_etf_hist_sina,unknown,data\cache\159158.csv,data\cache_meta\159158.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159159,公用事业ETF国投瑞银,akshare.fund_etf_hist_sina,unknown,data\cache\159159.csv,data\cache_meta\159159.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159160,电池ETF东财,akshare.fund_etf_hist_sina,unknown,data\cache\159160.csv,data\cache_meta\159160.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159162,工业有色ETF鹏华,akshare.fund_etf_hist_sina,unknown,data\cache\159162.csv,data\cache_meta\159162.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159163,有色ETF泰康,akshare.fund_etf_hist_sina,unknown,data\cache\159163.csv,data\cache_meta\159163.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159165,养殖ETF永赢,akshare.fund_etf_hist_sina,unknown,data\cache\159165.csv,data\cache_meta\159165.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159168,有色ETF富国,akshare.fund_etf_hist_sina,unknown,data\cache\159168.csv,data\cache_meta\159168.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159171,工业有色ETF博时,akshare.fund_etf_hist_sina,unknown,data\cache\159171.csv,data\cache_meta\159171.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159172,养殖ETF汇添富,akshare.fund_etf_hist_sina,unknown,data\cache\159172.csv,data\cache_meta\159172.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159173,农牧ETF南方,akshare.fund_etf_hist_sina,unknown,data\cache\159173.csv,data\cache_meta\159173.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159175,电池ETF易方达,akshare.fund_etf_hist_sina,unknown,data\cache\159175.csv,data\cache_meta\159175.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159176,家电ETF华宝,akshare.fund_etf_hist_sina,unknown,data\cache\159176.csv,data\cache_meta\159176.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159177,工程机械ETF鹏华,akshare.fund_etf_hist_sina,unknown,data\cache\159177.csv,data\cache_meta\159177.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159178,消费电子ETF汇添富,akshare.fund_etf_hist_sina,unknown,data\cache\159178.csv,data\cache_meta\159178.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159180,软件ETF银华,akshare.fund_etf_hist_sina,unknown,data\cache\159180.csv,data\cache_meta\159180.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159181,石油ETF易方达,akshare.fund_etf_hist_sina,unknown,data\cache\159181.csv,data\cache_meta\159181.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159182,家电ETF南方,akshare.fund_etf_hist_sina,unknown,data\cache\159182.csv,data\cache_meta\159182.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159183,新能源车ETF招商,akshare.fund_etf_hist_sina,unknown,data\cache\159183.csv,data\cache_meta\159183.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159187,创业板新能源ETF景顺,akshare.fund_etf_hist_sina,unknown,data\cache\159187.csv,data\cache_meta\159187.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159188,红利100ETF景顺,akshare.fund_etf_hist_sina,unknown,data\cache\159188.csv,data\cache_meta\159188.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159189,石油ETF华夏,akshare.fund_etf_hist_sina,unknown,data\cache\159189.csv,data\cache_meta\159189.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159190,创业板新能源ETF天弘,akshare.fund_etf_hist_sina,unknown,data\cache\159190.csv,data\cache_meta\159190.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159192,家电ETF汇添富,akshare.fund_etf_hist_sina,unknown,data\cache\159192.csv,data\cache_meta\159192.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159193,新能源电池ETF银华,akshare.fund_etf_hist_sina,unknown,data\cache\159193.csv,data\cache_meta\159193.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
159195,石油ETF华安,akshare.fund_etf_hist_sina,unknown,data\cache\159195.csv,data\cache_meta\159195.json,True,False,2026-05-12,2026-05-15,3,True,insufficient_rows,warning_unknown_adjustment,False,legacy_cache_without_metadata;unknown_adjustment;data_quality_failed,P0_quality_failed,"manual triage quality failure, then targeted refresh only if source issue is plausible",True,True,False,"quality gate failed; do not auto-accept refreshed data; refresh goal is metadata traceability, not performance improvement"
