symbol,name,category,sub_category,candidate_status,eligibility_status,gate_passed,blocked,block_reason,observation_reason,data_quality_status,history_status,cache_status,liquidity_status,price_quality_status,strategy_eligibility,remediation_priority,requires_manual_review,exclude_from_candidate_pool,factor_score_status,factor_gate_status,recommended_action,notes
159142,科创创业人工智能ETF景顺,theme,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159145,工业软件ETF广发,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159146,电力ETF华宝,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159147,电池ETF南方,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159148,石油ETF富国,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159149,创业板新能源ETF工银,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159151,食品ETF华夏,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159153,消费电子ETF鹏华,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159155,电池ETF大成,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159156,电池ETF万家,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159157,有色金属ETF天弘,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159158,电力ETF景顺,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159159,公用事业ETF国投瑞银,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159160,电池ETF东财,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159162,工业有色ETF鹏华,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159163,有色ETF泰康,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159165,养殖ETF永赢,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159168,有色ETF富国,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159171,工业有色ETF博时,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159172,养殖ETF汇添富,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159173,农牧ETF南方,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159175,电池ETF易方达,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159176,家电ETF华宝,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159177,工程机械ETF鹏华,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159178,消费电子ETF汇添富,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159180,软件ETF银华,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159181,石油ETF易方达,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159182,家电ETF南方,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159183,新能源车ETF招商,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159187,创业板新能源ETF景顺,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159188,红利100ETF景顺,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159189,石油ETF华夏,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159190,创业板新能源ETF天弘,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159192,家电ETF汇添富,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159193,新能源电池ETF银华,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,very_short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159195,石油ETF华安,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159197,石油ETF招商,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159199,石油ETF平安,industry,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,very_short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159203,大盘成长ETF博时,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159205,创业板ETF东财,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159208,航空航天ETF万家,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159213,机器人ETF汇添富,theme,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159218,卫星ETF招商,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159219,深证100ETF融通,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159226,中证A500增强ETF国泰,broad_based,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159227,航空航天ETF华夏,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159228,红利低波ETF长城,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,low_liquidity,failed,short_history,fresh,low_liquidity,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159230,通用航空ETF华夏,unknown,指数型-股票,blocked_short_history,blocked,False,True,short_history;exclude_from_candidate_pool,,failed,short_history,fresh,ok,ok,blocked_short_history,P1_short_history_observe,False,True,unknown,blocked_for_strategy_use,keep observation_only until row_count reaches the minimum history requirement,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
