symbol,name,exchange,asset_class,category,tracking_index,listing_date,latest_date,avg_amount_20,data_rows,is_active,filter_reason,theme,sector,success,source,start_date,end_date,rows,missing_count,duplicate_count,status,failure_reason,local_latest_date,target_update_date
510330,沪深300ETF华夏,SH,A股股票,宽基,沪深300,2019-01-02,2026-05-12,1019965737.8,1781,True,,宽基,沪深300,True,local_cache,2019-01-02,2026-05-12,1781,0,0,passed,,,
159361,A500ETF易方达,SZ,A股股票,宽基,A500,2024-11-19,2026-05-12,2212699811.85,356,True,,宽基,A500,True,local_cache,2024-11-19,2026-05-12,356,0,0,passed,,,
159326,电网设备ETF华夏,SZ,A股股票,行业主题,电网设备,2024-09-09,2026-05-12,1675575552.6,400,True,,行业主题,电网设备,True,local_cache,2024-09-09,2026-05-12,400,0,0,passed,,,
588170,科创半导体ETF华夏,SH,A股股票,宽基,科创半导体,2025-04-08,2026-05-12,926131605.65,264,True,,宽基,科创半导体,True,local_cache,2025-04-08,2026-05-12,264,0,0,passed,,,
512880,证券ETF国泰,SH,A股股票,行业主题,证券,2019-01-02,2026-05-13,1806273871.25,1782,True,,行业主题,证券,True,local_cache,2019-01-02,2026-05-13,1782,0,0,passed,,,
512480,半导体ETF国联安,SH,A股股票,行业主题,半导体国联安,2019-06-12,2026-05-12,1539947649.85,1675,True,,行业主题,半导体国联安,True,local_cache,2019-06-12,2026-05-12,1675,0,0,warning,,,
159949,创业板50ETF华安,SZ,A股股票,宽基,创业板50华安,2019-01-02,2026-05-12,1809360617.5,1781,True,,宽基,创业板50华安,True,local_cache,2019-01-02,2026-05-12,1781,0,0,warning,,,
159845,中证1000ETF华夏,SZ,A股股票,宽基,中证1000,2021-03-31,2026-05-12,1858428382.5,1237,True,,宽基,中证1000,True,local_cache,2021-03-31,2026-05-12,1237,0,0,warning,,,
159206,卫星ETF永赢,SZ,A股股票,行业主题,卫星永赢,2025-03-14,2026-05-12,1727887424.7,280,True,,行业主题,卫星永赢,True,local_cache,2025-03-14,2026-05-12,280,0,0,passed,,,
512100,中证1000ETF南方,SH,A股股票,宽基,中证1000,2019-01-02,2026-05-12,2946935736.15,1780,True,,宽基,中证1000,True,local_cache,2019-01-02,2026-05-12,1780,0,0,warning,,,
588080,科创50ETF易方达,SH,A股股票,宽基,科创50,2020-11-16,2026-05-12,1521580795.3,1328,True,,宽基,科创50,True,local_cache,2020-11-16,2026-05-12,1328,0,0,warning,,,
159363,创业板人工智能ETF华宝,SZ,A股股票,宽基,创业板人工智能,2024-12-16,2026-05-12,1096247375.25,337,True,,宽基,创业板人工智能,True,local_cache,2024-12-16,2026-05-12,337,0,0,warning,,,
159995,芯片ETF华夏,SZ,A股股票,行业主题,芯片,2020-02-10,2026-05-12,1031129540.0,1516,True,,行业主题,芯片,True,local_cache,2020-02-10,2026-05-12,1516,0,0,warning,,,
512400,有色金属ETF南方,SH,A股股票,行业主题,有色金属,2019-01-02,2026-05-12,1115666889.95,1781,True,,行业主题,有色金属,True,local_cache,2019-01-02,2026-05-12,1781,0,0,passed,,,
562500,机器人ETF华夏,SH,A股股票,行业主题,机器人,2021-12-29,2026-05-12,773913083.6,1054,True,,行业主题,机器人,True,local_cache,2021-12-29,2026-05-12,1054,0,0,passed,,,
563800,A500ETF广发,SH,A股股票,宽基,A500,2024-11-18,2026-05-12,556049589.4,357,True,,宽基,A500,True,local_cache,2024-11-18,2026-05-12,357,0,0,passed,,,
512000,券商ETF华宝,SH,A股股票,行业主题,券商,2019-01-02,2026-05-12,1065335298.3,1781,True,,行业主题,券商,True,local_cache,2019-01-02,2026-05-12,1781,0,0,warning,,,
159980,有色ETF大成,SZ,A股股票,行业主题,有色大成,2019-12-24,2026-05-12,440033360.85,1543,True,,行业主题,有色大成,True,local_cache,2019-12-24,2026-05-12,1543,0,0,warning,,,
159755,电池ETF广发,SZ,A股股票,行业主题,电池,2021-06-24,2026-05-12,1121396871.9,1181,True,,行业主题,电池,True,local_cache,2021-06-24,2026-05-12,1181,0,0,warning,,,
159558,半导体设备ETF易方达,SZ,A股股票,行业主题,半导体设备,2024-06-18,2026-05-12,408760326.45,459,True,,行业主题,半导体设备,True,local_cache,2024-06-18,2026-05-12,459,0,0,passed,,,
159819,人工智能ETF易方达,SZ,A股股票,行业主题,人工智能,2020-09-23,2026-05-12,719469065.0,1360,True,,行业主题,人工智能,True,local_cache,2020-09-23,2026-05-12,1360,0,0,warning,,,
159870,化工ETF鹏华,SZ,A股股票,行业主题,化工鹏华,2021-03-03,2026-05-12,1006981650.1,1257,True,,行业主题,化工鹏华,True,local_cache,2021-03-03,2026-05-12,1257,0,0,warning,,,
512690,酒ETF鹏华,SH,A股股票,行业主题,酒鹏华,2019-05-06,2026-05-12,668543096.4,1701,True,,行业主题,酒鹏华,True,local_cache,2019-05-06,2026-05-12,1701,0,0,warning,,,
515220,煤炭ETF国泰,SH,A股股票,行业主题,煤炭,2020-03-02,2026-05-12,726805448.85,1501,True,,行业主题,煤炭,True,local_cache,2020-03-02,2026-05-12,1501,0,0,warning,,,
159611,电力ETF广发,SZ,A股股票,行业主题,电力,2022-01-07,2026-05-12,461880385.6,1048,True,,行业主题,电力,True,local_cache,2022-01-07,2026-05-12,1048,0,0,warning,,,
159530,机器人ETF易方达,SZ,A股股票,行业主题,机器人,2024-01-18,2026-05-12,500322916.6,555,True,,行业主题,机器人,True,local_cache,2024-01-18,2026-05-12,555,0,0,warning,,,
159852,软件ETF嘉实,SZ,A股股票,行业主题,软件,2021-02-09,2026-05-12,391500480.55,1268,True,,行业主题,软件,True,local_cache,2021-02-09,2026-05-12,1268,0,0,warning,,,
515050,UC通信ETF华夏,SH,A股股票,行业主题,UC通信,2019-10-16,2026-05-12,648534255.85,1592,True,,行业主题,UC通信,True,local_cache,2019-10-16,2026-05-12,1592,0,0,passed,,,
159901,深证100ETF易方达,SZ,A股股票,宽基,深证100,2019-01-02,2026-05-12,300286240.8,1780,True,,宽基,深证100,True,local_cache,2019-01-02,2026-05-12,1780,0,0,warning,,,
563220,A500ETF富国,SH,A股股票,宽基,A500,2024-10-15,2026-05-12,546623704.25,381,True,,宽基,A500,True,local_cache,2024-10-15,2026-05-12,381,0,0,passed,,,
515790,光伏ETF华泰柏瑞,SH,A股股票,行业主题,光伏,2020-12-18,2026-05-12,407342760.05,1304,True,,行业主题,光伏,True,local_cache,2020-12-18,2026-05-12,1304,0,0,passed,,,
588220,科创100ETF鹏华,SH,A股股票,宽基,科创100鹏华,2023-09-15,2026-05-12,605144064.3,637,True,,宽基,科创100鹏华,True,local_cache,2023-09-15,2026-05-12,637,0,0,warning,,,
512800,银行ETF华宝,SH,A股股票,行业主题,银行,2019-01-02,2026-05-12,630452689.5,1781,True,,行业主题,银行,True,local_cache,2019-01-02,2026-05-12,1781,0,0,warning,,,
515180,红利ETF易方达,SH,A股股票,风格,红利,2019-12-20,2026-05-12,286249189.0,1545,True,,风格,红利,True,local_cache,2019-12-20,2026-05-12,1545,0,0,passed,,,
512500,中证500ETF华夏,SH,A股股票,宽基,中证500,2019-01-02,2026-05-12,912808423.0,1781,True,,宽基,中证500,True,local_cache,2019-01-02,2026-05-12,1781,0,0,passed,,,
159992,创新药ETF银华,SZ,A股股票,行业主题,创新药,2020-04-10,2026-05-12,708986993.55,1473,True,,行业主题,创新药,True,local_cache,2020-04-10,2026-05-12,1473,0,0,warning,,,
159922,中证500ETF嘉实,SZ,A股股票,宽基,中证500,2019-01-02,2026-05-12,964814236.4,1781,True,,宽基,中证500,True,local_cache,2019-01-02,2026-05-12,1781,0,0,warning,,,
159566,储能电池ETF易方达,SZ,A股股票,行业主题,储能电池,2024-02-08,2026-05-12,682655045.35,540,True,,行业主题,储能电池,True,local_cache,2024-02-08,2026-05-12,540,0,0,warning,,,
159351,A500ETF嘉实,SZ,A股股票,宽基,A500,2024-10-15,2026-05-12,855123741.75,381,True,,宽基,A500,True,local_cache,2024-10-15,2026-05-12,381,0,0,passed,,,
512760,芯片ETF国泰,SH,A股股票,行业主题,芯片,2019-06-12,2026-05-12,358619983.95,1675,True,,行业主题,芯片,True,local_cache,2019-06-12,2026-05-12,1675,0,0,warning,,,
512890,红利低波ETF华泰柏瑞,SH,A股股票,风格,红利低波,2019-01-18,2026-05-12,681636029.6,1768,True,,风格,红利低波,True,local_cache,2019-01-18,2026-05-12,1768,0,0,warning,,,
159967,创业板成长ETF华夏,SZ,A股股票,宽基,创业板成长,2019-07-15,2026-05-12,605201949.9,1653,True,,宽基,创业板成长,True,local_cache,2019-07-15,2026-05-12,1653,0,0,warning,,,
512660,军工ETF国泰,SH,A股股票,行业主题,军工,2019-01-02,2026-05-12,419565306.7,1781,True,,行业主题,军工,True,local_cache,2019-01-02,2026-05-12,1781,0,0,passed,,,
512170,医疗ETF华宝,SH,A股股票,行业主题,医疗,2019-06-17,2026-05-12,560977086.25,1672,True,,行业主题,医疗,True,local_cache,2019-06-17,2026-05-12,1672,0,0,warning,,,
512010,医药ETF易方达,SH,A股股票,行业主题,医药,2019-01-02,2026-05-12,432863614.75,1780,True,,行业主题,医药,True,local_cache,2019-01-02,2026-05-12,1780,0,0,warning,,,
588050,科创50ETF工银,SH,A股股票,宽基,科创50工银,2020-11-16,2026-05-12,340756158.4,1328,True,,宽基,科创50工银,True,local_cache,2020-11-16,2026-05-12,1328,0,0,warning,,,
560010,中证1000ETF广发,SH,A股股票,宽基,中证1000,2022-08-04,2026-05-12,924291934.75,909,True,,宽基,中证1000,True,local_cache,2022-08-04,2026-05-12,909,0,0,warning,,,
159770,机器人ETF天弘,SZ,A股股票,行业主题,机器人,2021-11-08,2026-05-12,241983144.3,1091,True,,行业主题,机器人,True,local_cache,2021-11-08,2026-05-12,1091,0,0,warning,,,
159952,创业板ETF广发,SZ,A股股票,宽基,创业板,2019-01-02,2026-05-12,447652706.9,1779,True,,宽基,创业板,True,local_cache,2019-01-02,2026-05-12,1779,0,0,warning,,,
159583,通信ETF富国,SZ,A股股票,行业主题,通信,2024-07-08,2026-05-12,302138976.55,444,True,,行业主题,通信,True,local_cache,2024-07-08,2026-05-12,444,0,0,warning,,,
563230,卫星ETF富国,SH,A股股票,行业主题,卫星,2025-09-17,2026-05-12,622861046.85,152,True,too few rows: 152 < 250,行业主题,卫星,True,local_cache,2025-09-17,2026-05-12,152,0,0,failed,too few rows: 152 < 250,,
510100,上证50ETF易方达,SH,A股股票,宽基,上证50,2019-10-09,2026-05-12,423278463.0,1596,True,,宽基,上证50,True,local_cache,2019-10-09,2026-05-12,1596,0,0,warning,,,
512070,证券保险ETF易方达,SH,A股股票,行业主题,证券保险,2019-01-02,2026-05-12,506489487.75,1780,True,,行业主题,证券保险,True,local_cache,2019-01-02,2026-05-12,1780,0,0,warning,,,
516150,稀土ETF嘉实,SH,A股股票,行业主题,稀土,2021-03-17,2026-05-12,372581779.5,1247,True,,行业主题,稀土,True,local_cache,2021-03-17,2026-05-12,1247,0,0,passed,,,
159633,中证1000ETF易方达,SZ,A股股票,宽基,中证1000,2022-08-04,2026-05-12,560829726.55,910,True,,宽基,中证1000,True,local_cache,2022-08-04,2026-05-12,910,0,0,warning,,,
588060,科创50ETF广发,SH,A股股票,宽基,科创50,2021-07-29,2026-05-12,290218330.65,1156,True,,宽基,科创50,True,local_cache,2021-07-29,2026-05-12,1156,0,0,passed,,,
563300,中证2000ETF华泰柏瑞,SH,A股股票,行业主题,中证2000,2023-09-14,2026-05-12,420162559.95,638,True,,行业主题,中证2000,True,local_cache,2023-09-14,2026-05-12,638,0,0,passed,,,
560860,工业有色ETF万家,SH,A股股票,行业主题,工业有色万家,2023-03-13,2026-05-12,400586497.35,765,True,,行业主题,工业有色万家,True,local_cache,2023-03-13,2026-05-12,765,0,0,passed,,,
159813,半导体ETF鹏华,SZ,A股股票,行业主题,半导体鹏华,2020-05-25,2026-05-12,367646654.35,1445,True,,行业主题,半导体鹏华,True,local_cache,2020-05-25,2026-05-12,1445,0,0,warning,,,
159227,航空航天ETF华夏,SZ,A股股票,行业主题,航空航天,2025-05-16,2026-05-12,373400458.9,239,True,too few rows: 239 < 250,行业主题,航空航天,True,local_cache,2025-05-16,2026-05-12,239,0,0,failed,too few rows: 239 < 250,,
515120,创新药ETF广发,SH,A股股票,行业主题,创新药,2021-01-04,2026-05-12,419623646.35,1294,True,,行业主题,创新药,True,local_cache,2021-01-04,2026-05-12,1294,0,0,passed,,,
159218,卫星ETF招商,SZ,A股股票,行业主题,卫星招商,2025-05-22,2026-05-12,378499995.1,235,True,too few rows: 235 < 250,行业主题,卫星招商,True,local_cache,2025-05-22,2026-05-12,235,0,0,failed,too few rows: 235 < 250,,
159869,游戏ETF华夏,SZ,A股股票,行业主题,游戏,2021-03-05,2026-05-12,520950631.1,1255,True,,行业主题,游戏,True,local_cache,2021-03-05,2026-05-12,1255,0,0,warning,,,
159781,科创创业ETF易方达,SZ,A股股票,宽基,科创创业,2021-07-05,2026-05-12,269486450.65,1174,True,,宽基,科创创业,True,local_cache,2021-07-05,2026-05-12,1174,0,0,warning,,,
159259,成长ETF易方达,SZ,A股股票,风格,成长,2025-08-28,2026-05-12,260652784.55,166,True,too few rows: 166 < 250,风格,成长,True,local_cache,2025-08-28,2026-05-12,166,0,0,failed,too few rows: 166 < 250,,
515080,中证红利ETF招商,SH,A股股票,风格,中证红利招商,2019-12-27,2026-05-12,288517789.0,1540,True,,风格,中证红利招商,True,local_cache,2019-12-27,2026-05-12,1540,0,0,passed,,,
510880,红利ETF华泰柏瑞,SH,A股股票,风格,红利,2019-01-02,2026-05-13,449844702.95,1782,True,,风格,红利,True,local_cache,2019-01-02,2026-05-13,1782,0,0,passed,,,
562800,稀有金属ETF嘉实,SH,A股股票,行业主题,稀有金属,2021-09-27,2026-05-12,475053159.75,1116,True,,行业主题,稀有金属,True,local_cache,2021-09-27,2026-05-12,1116,0,0,passed,,,
588790,科创AIETF博时,SH,A股股票,宽基,科创AI,2025-01-09,2026-05-12,347597056.65,320,True,,宽基,科创AI,True,local_cache,2025-01-09,2026-05-12,320,0,0,warning,,,
159381,创业板人工智能ETF华夏,SZ,A股股票,宽基,创业板人工智能,2025-03-24,2026-05-12,385253600.3,274,True,,宽基,创业板人工智能,True,local_cache,2025-03-24,2026-05-12,274,0,0,passed,,,
515980,人工智能ETF华富,SH,A股股票,行业主题,人工智能华富,2020-02-10,2026-05-12,394680009.25,1516,True,,行业主题,人工智能华富,True,local_cache,2020-02-10,2026-05-12,1516,0,0,warning,,,
515030,新能源车ETF华夏,SH,A股股票,行业主题,新能源车,2020-03-04,2026-05-12,382289606.15,1499,True,,行业主题,新能源车,True,local_cache,2020-03-04,2026-05-12,1499,0,0,passed,,,
512710,军工龙头ETF富国,SH,A股股票,行业主题,军工龙头,2019-08-26,2026-05-12,438580648.6,1622,True,,行业主题,军工龙头,True,local_cache,2019-08-26,2026-05-12,1622,0,0,warning,,,
159353,中证A500ETF景顺,SZ,A股股票,宽基,中证A500景顺,2024-10-15,2026-05-12,214886264.8,381,True,,宽基,中证A500景顺,True,local_cache,2024-10-15,2026-05-12,381,0,0,warning,,,
159783,科创创业50ETF华夏,SZ,A股股票,宽基,科创创业50,2021-07-05,2026-05-12,199145654.15,1174,True,,宽基,科创创业50,True,local_cache,2021-07-05,2026-05-12,1174,0,0,warning,,,
159667,工业母机ETF国泰,SZ,A股股票,行业主题,工业母机,2022-10-26,2026-05-12,203594527.15,857,True,,行业主题,工业母机,True,local_cache,2022-10-26,2026-05-12,857,0,0,warning,,,
510210,上证指数ETF富国,SH,A股股票,行业主题,上证指数,2019-01-02,2026-05-12,419309481.2,1780,True,,行业主题,上证指数,True,local_cache,2019-01-02,2026-05-12,1780,0,0,warning,,,
588090,科创50ETF华泰柏瑞,SH,A股股票,宽基,科创50,2020-11-16,2026-05-12,262526786.6,1328,True,,宽基,科创50,True,local_cache,2020-11-16,2026-05-12,1328,0,0,passed,,,
588290,科创芯片ETF华安,SH,A股股票,宽基,科创芯片华安,2022-10-26,2026-05-12,458164788.15,857,True,,宽基,科创芯片华安,True,local_cache,2022-10-26,2026-05-12,857,0,0,warning,,,
516160,新能源ETF南方,SH,A股股票,行业主题,新能源,2021-02-04,2026-05-12,321765501.65,1271,True,,行业主题,新能源,True,local_cache,2021-02-04,2026-05-12,1271,0,0,warning,,,
159842,券商ETF银华,SZ,A股股票,行业主题,券商,2021-03-19,2026-05-12,337887350.2,1245,True,,行业主题,券商,True,local_cache,2021-03-19,2026-05-12,1245,0,0,warning,,,
159796,电池ETF汇添富,SZ,A股股票,行业主题,电池,2022-03-14,2026-05-12,412759833.9,1007,True,,行业主题,电池,True,local_cache,2022-03-14,2026-05-12,1007,0,0,warning,,,
588750,科创芯片ETF汇添富,SH,A股股票,宽基,科创芯片,2024-12-26,2026-05-12,232775251.65,329,True,,宽基,科创芯片,True,local_cache,2024-12-26,2026-05-12,329,0,0,passed,,,
561380,电网设备ETF国泰,SH,A股股票,行业主题,电网设备,2024-12-23,2026-05-12,243675068.6,332,True,,行业主题,电网设备,True,local_cache,2024-12-23,2026-05-12,332,0,0,passed,,,
159682,创业板50ETF景顺,SZ,A股股票,宽基,创业板50景顺,2023-01-03,2026-05-12,298429242.1,809,True,,宽基,创业板50景顺,True,local_cache,2023-01-03,2026-05-12,809,0,0,warning,,,
159368,创业板新能源ETF华夏,SZ,A股股票,宽基,创业板新能源,2025-03-24,2026-05-12,277518870.5,274,True,,宽基,创业板新能源,True,local_cache,2025-03-24,2026-05-12,274,0,0,passed,,,
588760,科创人工智能ETF广发,SH,A股股票,宽基,科创人工智能,2025-01-23,2026-05-12,251202496.9,310,True,,宽基,科创人工智能,True,local_cache,2025-01-23,2026-05-12,310,0,0,warning,,,
562590,半导体设备ETF华夏,SH,A股股票,行业主题,半导体设备,2023-10-18,2026-05-12,219998761.6,620,True,,行业主题,半导体设备,True,local_cache,2023-10-18,2026-05-12,620,0,0,passed,,,
159593,中证A50ETF平安,SZ,A股股票,宽基,中证A50平安,2024-03-12,2026-05-12,152109451.2,523,True,,宽基,中证A50平安,True,local_cache,2024-03-12,2026-05-12,523,0,0,passed,,,
588780,科创芯片设计ETF国联安,SH,A股股票,宽基,科创芯片设计国联安,2024-12-26,2026-05-12,197144278.05,329,True,,宽基,科创芯片设计国联安,True,local_cache,2024-12-26,2026-05-12,329,0,0,warning,,,
516650,有色金属ETF华夏,SH,A股股票,行业主题,有色金属,2021-06-21,2026-05-12,262651533.7,1184,True,,行业主题,有色金属,True,local_cache,2021-06-21,2026-05-12,1184,0,0,passed,,,
159387,创业板新能源ETF国泰,SZ,A股股票,宽基,创业板新能源,2025-06-10,2026-05-12,364061985.8,223,True,too few rows: 223 < 250,宽基,创业板新能源,True,local_cache,2025-06-10,2026-05-12,223,0,0,failed,too few rows: 223 < 250,,
588710,科创半导体设备ETF华泰柏瑞,SH,A股股票,宽基,科创半导体设备,2025-06-04,2026-05-12,188947806.0,227,True,too few rows: 227 < 250,宽基,科创半导体设备,True,local_cache,2025-06-04,2026-05-12,227,0,0,failed,too few rows: 227 < 250,,
515070,人工智能ETF华夏,SH,A股股票,行业主题,人工智能,2019-12-24,2026-05-12,269667627.8,1543,True,,行业主题,人工智能,True,local_cache,2019-12-24,2026-05-12,1543,0,0,passed,,,
588800,科创100ETF华夏,SH,A股股票,宽基,科创100,2023-11-16,2026-05-12,310468004.55,599,True,,宽基,科创100,True,local_cache,2023-11-16,2026-05-12,599,0,0,warning,,,
562550,绿电ETF华夏,SH,A股股票,行业主题,绿电,2023-03-27,2026-05-12,153998635.85,755,True,,行业主题,绿电,True,local_cache,2023-03-27,2026-05-12,755,0,0,passed,,,
512630,卫星ETF广发,SH,A股股票,行业主题,卫星,2025-10-22,2026-05-12,291605356.6,133,True,too few rows: 133 < 250,行业主题,卫星,True,local_cache,2025-10-22,2026-05-12,133,0,0,failed,too few rows: 133 < 250,,
159801,芯片ETF广发,SZ,A股股票,行业主题,芯片,2020-02-18,2026-05-12,178364450.3,1510,True,,行业主题,芯片,True,local_cache,2020-02-18,2026-05-12,1510,0,0,warning,,,
561980,半导体设备ETF招商,SH,A股股票,行业主题,半导体设备招商,2023-09-01,2026-05-12,246715091.45,647,True,,行业主题,半导体设备招商,True,local_cache,2023-09-01,2026-05-12,647,0,0,passed,,,
560780,半导体设备ETF广发,SH,A股股票,行业主题,半导体设备,2023-12-12,2026-05-12,189188916.65,581,True,,行业主题,半导体设备,True,local_cache,2023-12-12,2026-05-12,581,0,0,passed,,,
560710,船舶ETF富国,SH,A股股票,行业主题,船舶,2026-02-06,2026-05-12,115958650.05,58,True,too few rows: 58 < 250,行业主题,船舶,True,local_cache,2026-02-06,2026-05-12,58,0,0,failed,too few rows: 58 < 250,,
159246,创业板人工智能ETF富国,SZ,A股股票,宽基,创业板人工智能,2025-07-10,2026-05-12,171941375.2,201,True,too few rows: 201 < 250,宽基,创业板人工智能,True,local_cache,2025-07-10,2026-05-12,201,0,0,failed,too few rows: 201 < 250,,
159928,消费ETF汇添富,SZ,A股股票,行业主题,消费,2019-01-02,2026-05-12,383957291.85,1781,True,,行业主题,消费,True,local_cache,2019-01-02,2026-05-12,1781,0,0,warning,,,
516510,云计算ETF易方达,SH,A股股票,行业主题,云计算,2021-04-07,2026-05-12,182004410.3,1233,True,,行业主题,云计算,True,local_cache,2021-04-07,2026-05-12,1233,0,0,passed,,,
159957,创业板ETF华夏,SZ,A股股票,宽基,创业板,2019-01-02,2026-05-12,140021236.35,1781,True,,宽基,创业板,True,local_cache,2019-01-02,2026-05-12,1781,0,0,warning,,,
159851,金融科技ETF华宝,SZ,A股股票,行业主题,金融科技,2021-03-19,2026-05-12,289732679.95,1245,True,,行业主题,金融科技,True,local_cache,2021-03-19,2026-05-12,1245,0,0,warning,,,
588030,科创100ETF博时,SH,A股股票,宽基,科创100,2023-09-15,2026-05-12,292079184.05,637,True,,宽基,科创100,True,local_cache,2023-09-15,2026-05-12,637,0,0,passed,,,
560050,中国A50ETF汇添富,SH,A股股票,行业主题,中国A50,2021-11-08,2026-05-12,98138029.6,1091,True,,行业主题,中国A50,True,local_cache,2021-11-08,2026-05-12,1091,0,0,passed,,,
589720,科创创新药ETF国泰,SH,A股股票,宽基,科创创新药,2025-08-01,2026-05-12,253699736.7,185,True,too few rows: 185 < 250,宽基,科创创新药,True,local_cache,2025-08-01,2026-05-12,185,0,0,failed,too few rows: 185 < 250,,
159732,消费电子ETF华夏,SZ,A股股票,行业主题,消费电子,2021-08-23,2026-05-12,186392997.1,1139,True,,行业主题,消费电子,True,local_cache,2021-08-23,2026-05-12,1139,0,0,warning,,,
159841,证券ETF天弘,SZ,A股股票,行业主题,证券,2021-02-09,2026-05-12,252230345.2,1268,True,,行业主题,证券,True,local_cache,2021-02-09,2026-05-12,1268,0,0,warning,,,
563530,卫星ETF易方达,SH,A股股票,行业主题,卫星,2025-11-14,2026-05-12,238089541.6,116,True,too few rows: 116 < 250,行业主题,卫星,True,local_cache,2025-11-14,2026-05-12,116,0,0,failed,too few rows: 116 < 250,,
159865,养殖ETF国泰,SZ,A股股票,行业主题,养殖,2021-03-08,2026-05-12,281848498.35,1254,True,,行业主题,养殖,True,local_cache,2021-03-08,2026-05-12,1254,0,0,warning,,,
512930,AI人工智能ETF平安,SH,A股股票,行业主题,AI人工智能平安,2019-08-23,2026-05-12,166027810.0,1624,True,,行业主题,AI人工智能平安,True,local_cache,2019-08-23,2026-05-12,1624,0,0,passed,,,
589680,科创综指ETF鹏华,SH,A股股票,宽基,科创综指鹏华,2025-03-05,2026-05-12,162772645.65,287,True,,宽基,科创综指鹏华,True,local_cache,2025-03-05,2026-05-12,287,0,0,passed,,,
563020,红利低波ETF易方达,SH,A股股票,风格,红利低波,2023-12-14,2026-05-12,227492804.7,579,True,,风格,红利低波,True,local_cache,2023-12-14,2026-05-12,579,0,0,passed,,,
159327,半导体设备ETF万家,SZ,A股股票,行业主题,半导体设备万家,2024-08-05,2026-05-12,77575813.9,425,True,,行业主题,半导体设备万家,True,local_cache,2024-08-05,2026-05-12,425,0,0,passed,,,
159977,创业板ETF天弘,SZ,A股股票,宽基,创业板,2019-09-27,2026-05-12,159852305.3,1600,True,,宽基,创业板,True,local_cache,2019-09-27,2026-05-12,1600,0,0,warning,,,
515300,300红利低波ETF嘉实,SH,A股股票,风格,300红利低波,2019-09-19,2026-05-12,86756529.65,1606,True,,风格,300红利低波,True,local_cache,2019-09-19,2026-05-12,1606,0,0,passed,,,
512980,传媒ETF广发,SH,A股股票,行业主题,传媒,2019-01-02,2026-05-12,259124237.75,1781,True,,行业主题,传媒,True,local_cache,2019-01-02,2026-05-12,1781,0,0,passed,,,
